Date,Type,Transaction ID,Received Quantity,Received Currency,Received Cost Basis (USD),Received Wallet,Received Address,Received Comment,Sent Quantity,Sent Currency,Sent Cost Basis (USD),Sent Wallet,Sent Address,Sent Comment,Fee Amount,Fee Currency,Fee Cost Basis (USD),Realized Return (USD),Fee Realized Return (USD),Transaction Hash
06/18/2024 18:00:04,TRANSFER,019223e4-5b35-78ae-ba7f-308ad09cf600,0.00152645,SOL,0,Coinbase SOL Wallet,,,0.00152645,SOL,0,Coinbase Staked SOL,,,,,,0,,
06/15/2024 13:02:40,TRADE,019223e4-5893-77e5-b902-55338a8bb3d3,0.101366,USDC,0.2,Coinbase USDC Wallet,,,0.211179,XRP,0.11,Coinbase XRP Wallet,,,0.20829,XRP,0.11,-0.11,0.09,
06/14/2024 16:54:40,TRADE,019223e4-590b-7744-8924-0273f3aa9334,6.55946573,VET,0.2,Coinbase VET Wallet,,,0.01835749,UNI,0.2,Coinbase UNI Wallet,,,0.00096618,UNI,0.01,-0.01,0,
06/30/2024 10:15:14,TRADE,019223e4-5905-7a02-bef3-c5ae85b0d1c9,0.00233498,LTC,0.19,Coinbase LTC Wallet,,,0.22012003,ZETA,0.19,Coinbase ZETA Wallet,,,0.01226993,ZETA,0.01,-0.01,0,
07/01/2024 0:08:53,TRADE,019223e4-585b-79b3-a8bc-e242bd34e8bc,0.00000259,BTC,0.18,Coinbase BTC Wallet,,,0.00220198,LTC,0.18,Coinbase LTC Wallet,,,0.000133,LTC,0.01,-0.01,0,
06/14/2024 17:20:59,TRADE,019223e4-5887-7348-9c3f-9b1c1547ff32,0.094878,USDC,0.18,Coinbase USDC Wallet,,,3.36684424,VET,0.1,Coinbase VET Wallet,,,3.19262149,VET,0.1,-0.09,0.07,
07/01/2024 0:12:49,TRADE,019223e4-5861-74c5-a92f-da41fa336a38,0.00004288,ETH,0.16,Coinbase ETH Wallet,,,0.0000024,BTC,0.17,Coinbase BTC Wallet,,,0.00000016,BTC,0.01,-0.02,0,
06/23/2024 17:31:10,TRADE,019223e4-58f9-7379-9f3a-c1bd85f974fa,0.00191297,LTC,0.16,Coinbase LTC Wallet,,,0.17724414,ZETA,0.21,Coinbase ZETA Wallet,,,0.01212856,ZETA,0.01,-0.06,0,
06/19/2024 8:06:55,TRADE,019223e4-58b7-76c3-a09a-d17d684dc139,0.00002189,ETH,0.16,Coinbase ETH Wallet,,,0.077494,USDC,0.16,Coinbase USDC Wallet,,,0.08,USDC,0.16,-0.16,0.01,
08/09/2024 22:24:29,TRADE,019223e4-598f-7fbc-b41f-ee186c08b09f,0.32688576,MATIC,0.15,Coinbase MATIC Wallet,,,0.28005187,ZETA,0.12,Coinbase ZETA Wallet,,,0.01994813,ZETA,0.01,0.02,0,
08/15/2024 4:51:00,TRADE,019223e4-5995-7590-8459-83f22ab30a03,0.20591719,ZETA,0.14,Coinbase ZETA Wallet,,,0.30569138,MATIC,0.14,Coinbase MATIC Wallet,,,0.02351281,MATIC,0.01,-0.01,0,
06/23/2024 21:40:01,TRADE,019223e4-58ff-7a5e-9b87-6efa66265789,0.01301949,UNI,0.14,Coinbase UNI Wallet,,,0.00177765,LTC,0.15,Coinbase LTC Wallet,,,0.00013532,LTC,0.01,-0.02,0,
07/10/2024 6:10:36,TRADE,019223e4-5923-722b-b7e0-953e5816475a,0.00081067,SOL,0.13,Coinbase SOL Wallet,,,4.61225282,VET,0.12,Coinbase VET Wallet,,,0.38774718,VET,0.01,0,0,
07/06/2024 7:32:06,TRADE,019223e4-591d-7b60-a3b5-ebe9cdccb1af,4.9468588,VET,0.13,Coinbase VET Wallet,,,0.00003956,ETH,0.15,Coinbase ETH Wallet,,,0.00000332,ETH,0.01,-0.03,0,
06/23/2024 21:41:12,TRADE,019223e4-59c9-7a2e-9f2f-d7b8e8dee1bf,0.08192718,SAFE,0.13,Coinbase SAFE Wallet,,,0.01200653,UNI,0.13,Coinbase UNI Wallet,,,0.00101296,UNI,0.01,-0.01,0,
06/19/2024 8:07:35,TRADE,019223e4-5957-70e3-9206-a2439711c7af,0.00082307,SOL,0.13,Coinbase SOL Wallet,,,0.00003312,ETH,0.24,Coinbase ETH Wallet,,,0.00000282,ETH,0.02,-0.12,-0.01,
06/14/2024 23:16:20,TRADE,019223e4-588d-79de-be36-7d0009e25723,0.00001742,ETH,0.13,Coinbase ETH Wallet,,,0.060469,USDC,0.15,Coinbase USDC Wallet,,,0.07,USDC,0.13,-0.15,0.02,
07/10/2024 6:00:31,SEND,019223e4-5aef-7747-87d1-6ea029550377,,,,,,,4.87065194,VET,0.13,Coinbase VET Wallet,,,0.07620686,VET,0,0,0,
07/10/2024 6:17:40,TRANSFER,019223e4-5b1e-7806-b51a-9eba36655663,0.00081067,SOL,0,Coinbase Staked SOL,,"Staked SOL
on Coinbase",0.00081067,SOL,0,Coinbase SOL Wallet,,"Staked SOL
on Coinbase",,,,0,,
06/15/2024 13:30:38,TRADE,019223e4-5911-7ac7-9cfe-53d9c6c053ca,3.72043121,VET,0.12,Coinbase VET Wallet,,,0.00971927,UNI,0.22,Coinbase UNI Wallet,,,0.00088425,UNI,0.02,-0.11,-0.01,
06/15/2024 13:29:13,BUY,019223e4-57bb-7766-9df7-8c965ea4b4a2,0.01060352,UNI,0.24,Coinbase UNI Wallet,,,0.12,USD,,Coinbase Cash (USD),,,0.12,USD,,,,
06/19/2024 8:11:56,TRADE,019223e4-5831-74eb-a5f4-bcb28509af35,0.00000157,BTC,0.11,Coinbase BTC Wallet,,,0.00075139,SOL,0.12,Coinbase SOL Wallet,,,0.00007168,SOL,0.01,-0.02,0,
06/15/2024 13:32:27,TRADE,019223e4-5917-777e-866b-27981ecb4821,0.013395,ATOM,0.11,Coinbase ATOM Wallet,,,3.37500807,VET,0.11,Coinbase VET Wallet,,,0.34542314,VET,0.01,-0.01,0,
06/23/2024 17:32:59,TRADE,019223e4-59db-72e7-b958-876c28953f78,0.06177853,SAFE,0.1,Coinbase SAFE Wallet,,,0.0000014,WBTC,0.1,Coinbase WBTC Wallet,,,0.00000016,WBTC,0.01,-0.01,0,
06/20/2024 17:18:04,TRADE,019223e4-59d5-748a-aec6-53b19e368ca8,0.10228126,ZETA,0.1,Coinbase ZETA Wallet,,,0.00000139,WBTC,0.1,Coinbase WBTC Wallet,,,0.00000015,WBTC,0.01,-0.01,0,
06/20/2024 11:57:19,SELL,019223e4-57a9-7edd-b91c-5cc87717f7a8,0.1,USD,,Coinbase Cash (USD),,,0.00002778,ETH,0.11,Coinbase ETH Wallet,,,0.05,USD,,-0.06,,
06/19/2024 6:41:26,TRADE,019223e4-58b1-7585-b092-6137da7d63b8,0.00001405,ETH,0.1,Coinbase ETH Wallet,,,0.05,USDC,0.1,Coinbase USDC Wallet,,,0.05,USDC,0.1,-0.1,0,
06/17/2024 6:47:29,TRADE,019223e4-581f-7cdf-bb67-737a34dc02d4,0.00000133,BTC,0.1,Coinbase BTC Wallet,,,0.00002356,CBETH,0.09,Coinbase CBETH Wallet,,,0.00000261,CBETH,0.01,0,0,
06/15/2024 13:33:34,TRADE,019223e4-5951-7635-b865-67bf2f673d78,0.00002358,ETH,0.1,Coinbase ETH Wallet,,,0.011996,ATOM,0.1,Coinbase ATOM Wallet,,,0.001399,ATOM,0.01,-0.01,0,
06/15/2024 13:04:08,TRADE,019223e4-5899-714d-b70e-301f66af7a8d,0.00000077,WBTC,0.1,Coinbase WBTC Wallet,,,0.051366,USDC,0.1,Coinbase USDC Wallet,,,0.05,USDC,0.1,-0.1,0,
06/19/2024 8:19:00,TRADE,019223e4-5837-7e15-a066-9a3a1230bf07,0.00056301,SOL,0.09,Coinbase SOL Wallet,,,0.00000123,BTC,0.09,Coinbase BTC Wallet,,,0.00000015,BTC,0.01,-0.01,0,
09/23/2024 11:22:26,STAKING_REWARD,019223e4-4972-719c-a776-0e46b7a0c3c3,0.00058071,SOL,0.08,Coinbase SOL Wallet,,,,,,,,,,,,,,
09/13/2024 21:05:36,RECEIVE,019223e4-4903-7202-951a-5624388e06d7,0.07712,USDC,0.08,Coinbase USDC Wallet,,,,,,,,,,,,,,
06/19/2024 8:26:19,TRADE,019223e4-5843-797a-9263-e4be7f6bde42,0.00001927,ETH,0.08,Coinbase ETH Wallet,,,0.00000107,BTC,0.08,Coinbase BTC Wallet,,,0.00000015,BTC,0.01,-0.01,0,
06/19/2024 8:23:55,TRADE,019223e4-583d-757a-9c95-de0a8499344a,0.00000103,BTC,0.08,Coinbase BTC Wallet,,,0.00049107,SOL,0.08,Coinbase SOL Wallet,,,0.00007194,SOL,0.01,-0.01,0,
06/15/2024 13:37:11,TRADE,019223e4-589f-7dbc-bb94-d6e33869e5d1,0.043926,USDC,0.08,Coinbase USDC Wallet,,,0.00001235,ETH,0.05,Coinbase ETH Wallet,,,0.00001123,ETH,0.05,-0.05,0.03,
09/15/2024 8:35:51,TRADE,019223e4-59e7-74ec-a86d-e8c686ec1c6e,0.0152971,TIA,0.07,Coinbase TIA Wallet,,,0.07315075,USDC,0.07,Coinbase USDC Wallet,,,0.00087781,USDC,0,0,0,
06/23/2024 10:31:42,TRADE,019223e4-59b9-7d59-bc1d-2a2d35633341,0.06385994,ZETA,0.07,Coinbase ZETA Wallet,,,0.00041796,SOL,0.06,Coinbase SOL Wallet,,,0.00007453,SOL,0.01,0,0,
06/22/2024 18:00:12,TRANSFER,019223e4-5b3b-7663-89e4-0a9ab1a5622b,0.00049249,SOL,0,Coinbase SOL Wallet,,,0.00049249,SOL,0,Coinbase Staked SOL,,,,,,0,,
06/19/2024 10:14:31,TRADE,019223e4-595d-7269-9989-545e70a59873,0.00041099,SOL,0.07,Coinbase SOL Wallet,,,0.00001644,ETH,0.07,Coinbase ETH Wallet,,,0.00000283,ETH,0.01,-0.01,0,
08/15/2024 13:05:08,SELL,019223e4-5a59-70d5-94c9-dd3d521707fa,0.0613,USD,,Coinbase Cash (USD),,,0.1,ZETA,0.07,Coinbase ZETA Wallet,,,0.0003678,USD,,-0.01,,
06/19/2024 10:19:06,TRADE,019223e4-5963-7588-ad75-67e39bf4e1e7,0.00001301,ETH,0.06,Coinbase ETH Wallet,,,0.00033876,SOL,0.06,Coinbase SOL Wallet,,,0.00007223,SOL,0.01,-0.01,0,
06/14/2024 17:16:05,TRADE,019223e4-5881-7124-8e5f-71bdeb2b572e,0.026548,USDC,0.06,Coinbase USDC Wallet,,,0.0025483,UNI,0.04,Coinbase UNI Wallet,,,0.00287935,UNI,0.03,-0.04,0.04,
09/07/2024 20:47:36,TRADE,019223e4-58e7-70b7-bd4e-519def4ddad0,0.028133,USDC,0.05,Coinbase USDC Wallet,,,0.06191279,ZETA,0.04,Coinbase ZETA Wallet,,,0.0440044,ZETA,0.03,-0.03,0.01,
06/20/2024 11:58:24,TRANSFER,019223e4-5aff-7ea5-87b0-dc5a8e3545f8,0.00001389,ETH,0,Coinbase Staked ETH,,"Staked ETH
on Coinbase",0.00001389,ETH,0,Coinbase ETH Wallet,,"Staked ETH
on Coinbase",,,,0,,
06/19/2024 10:21:55,TRANSFER,019223e4-5afc-7193-8f71-5a94e7e6fb8a,0.00001301,ETH,0,Coinbase Staked ETH,,"Staked ETH
on Coinbase",0.00001301,ETH,0,Coinbase ETH Wallet,,"Staked ETH
on Coinbase",,,,0,,
09/14/2024 12:10:01,BUY,019223e4-5a11-7761-9d3c-f7d5abee6414,0.00036455,SOL,0.05,Coinbase SOL Wallet,,,0.0499798,USD,,Coinbase Cash (USD),,,0.00059976,USD,,,,
06/15/2024 13:06:01,SEND,019223e4-5b4a-7f4c-89b8-d78d6e58061b,,,,,,,0.00000075,WBTC,0.1,Coinbase WBTC Wallet,,,0.00000002,WBTC,0,-0.05,0,
09/14/2024 12:12:53,TRADE,019223e4-59ff-76c3-a7c8-f3e9c3b61d33,0.067685,XRP,0.04,Coinbase XRP Wallet,,,0.03968372,USDC,0.04,Coinbase USDC Wallet,,,0.0004762,USDC,0,0,0,
06/20/2024 12:02:39,TRADE,019223e4-596f-775d-8973-0f50d459575e,0.00253764,UNI,0.04,Coinbase UNI Wallet,,,0.00000728,ETH,0.03,Coinbase ETH Wallet,,,0.00000278,ETH,0.01,0,0,
06/20/2024 12:01:25,TRADE,019223e4-59a7-7a03-ac85-fd9196c0b31e,0.00338145,ICP,0.04,Coinbase ICP Wallet,,,0.00021532,SOL,0.03,Coinbase SOL Wallet,,,0.00007177,SOL,0.01,-0.01,0,
06/15/2024 13:38:54,TRADE,019223e4-58a5-7df8-82ed-2937cb69c2a6,0.00211342,UNI,0.04,Coinbase UNI Wallet,,,0.023926,USDC,0.04,Coinbase USDC Wallet,,,0.02,USDC,0.04,-0.04,0,
09/15/2024 8:35:54,RECEIVE,019223e4-4921-70b7-a48a-644f87f0ebe5,0.028549,USDC,0.03,Coinbase USDC Wallet,,,,,,,,,,,,,,
08/07/2024 6:43:43,TRADE,019223e4-59cf-738b-b1e1-c74908b94804,0.00271764,UNI,0.03,Coinbase UNI Wallet,,,0.024848,XTZ,0.02,Coinbase XTZ Wallet,,,0.015152,XTZ,0.01,0,0.01,
08/06/2024 23:17:57,TRADE,019223e4-5939-7744-a3a9-6bec1873e0ad,0.72487604,VET,0.03,Coinbase VET Wallet,,,0.04021332,ZETA,0.02,Coinbase ZETA Wallet,,,0.02397506,ZETA,0.01,-0.01,0.01,
07/15/2024 3:04:22,TRADE,019223e4-5935-73cd-949c-53b515f098c1,0.81229717,VET,0.03,Coinbase VET Wallet,,,0.00307851,UNI,0.03,Coinbase UNI Wallet,,,,,,0,,
06/20/2024 12:39:11,TRADE,019223e4-59ad-7a3a-b2cd-4c55e72260ff,0.00013513,SOL,0.03,Coinbase SOL Wallet,,,0.00222122,ICP,0.03,Coinbase ICP Wallet,,,0.00116023,ICP,0.01,-0.01,0,
06/20/2024 12:24:08,TRADE,019223e4-5849-7219-be39-b0cbd0716b6b,0.00000023,BTC,0.03,Coinbase BTC Wallet,,,0.00154173,UNI,0.02,Coinbase UNI Wallet,,,0.00099591,UNI,0.02,-0.01,0,
09/13/2024 15:36:19,BUY,019223e4-5a2f-7004-a41b-9762938e2cd4,0.0264384,USDT,0.03,Coinbase USDT Wallet,,,0.02643998,USD,,Coinbase Cash (USD),,,0.00000026,USD,,,,
08/27/2024 9:42:34,TRADE,019223e4-5a47-7ebd-ad4c-b57a08103e1c,0.01675846,USDC,0.02,Coinbase USDC Wallet,,,0.002717,UNI,0.03,Coinbase UNI Wallet,,,0.0002011,USDC,0,-0.01,0,
08/01/2024 11:06:33,TRADE,019223e4-58c5-7afe-8465-ccb8f3f4e22d,0.00000019,WBTC,0.02,Coinbase WBTC Wallet,,,0.012392,USDC,0.02,Coinbase USDC Wallet,,,0.01,USDC,0.01,-0.01,0.01,
07/31/2024 17:14:08,TRADE,019223e4-58c1-7abe-8c72-3930d35450c8,0.021956,USDC,0.02,Coinbase USDC Wallet,,,0.81229717,VET,0.03,Coinbase VET Wallet,,,,,,-0.01,,
06/20/2024 17:16:31,BUY,019223e4-57c5-776e-a442-6897d53a0d7c,0.0232315,ZETA,0.05,Coinbase ZETA Wallet,,,0.02,USD,,Coinbase Cash (USD),,,0.03,USD,,,,
06/16/2024 1:41:51,TRADE,019223e4-5819-7c46-81d3-4bc60e3bfd42,0.00000021,BTC,0.02,Coinbase BTC Wallet,,,0.0012468,UNI,0.02,Coinbase UNI Wallet,,,0.00086662,UNI,0.02,-0.02,0,
08/15/2024 13:12:27,SELL,019223e4-5a53-7cc3-9513-943a6953bc90,0.01961568,USD,,Coinbase Cash (USD),,,0.00013622,SOL,0.02,Coinbase SOL Wallet,,,0.00011769,USD,,0,,
08/05/2024 1:06:30,BUY,019223e4-5aa1-745d-9c10-eee3befa8f83,0.03,XTZ,0.02,Coinbase XTZ Wallet,,,0.01875,USD,,Coinbase Cash (USD),,,0.0001125,USD,,,,
09/12/2024 23:50:41,TRADE,019223e4-5a3b-7853-a705-263b01da8871,0.00000294,ETH,0.01,Coinbase ETH Wallet,,,0.00693895,USDC,0.01,Coinbase USDC Wallet,,,0.00008327,USDC,0,0,0,
08/01/2024 14:31:10,TRADE,019223e4-5ad1-723b-b850-6f88fa2eb936,0.00004358,SOL,0.01,Coinbase SOL Wallet,,,0.00729573,USDC,0,Coinbase USDC Wallet,,,0.00004377,USDC,0,0,0,
07/20/2024 9:20:07,STAKING_REWARD,019223e4-4987-70f6-b14a-0d254acc758a,0.00004142,SOL,0.01,Coinbase Staked SOL,,,,,,,,,,,,,,
07/15/2024 10:50:50,RECEIVE,019223e4-48fd-7b32-8bd2-36fb5ee9401d,0.005903,USDC,0.01,Coinbase USDC Wallet,,,,,,,,,,,,,,
09/13/2024 21:05:35,BUY,019223e4-5a23-7ce9-b4ce-307cecceecbb,0.00225135,DOT,0.01,Coinbase DOT Wallet,,,0.00999599,USD,,Coinbase Cash (USD),,,0.00011995,USD,,,,
08/06/2024 19:04:36,BUY,019223e4-5a89-74c9-a13f-83bc4c23a1a5,0.00006802,SOL,0.01,Coinbase SOL Wallet,,,0.0098799,USD,,Coinbase Cash (USD),,,0.00005928,USD,,,,
08/05/2024 5:04:42,BUY,019223e4-5a95-7570-9525-59a4d9bec1f0,0.00008083,SOL,0.01,Coinbase SOL Wallet,,,0.00987985,USD,,Coinbase Cash (USD),,,0.00005928,USD,,,,
08/05/2024 0:34:20,BUY,019223e4-5abf-719c-82af-b3fdd8d71044,0.0000723,SOL,0.01,Coinbase SOL Wallet,,,0.0098798,USD,,Coinbase Cash (USD),,,0.00005928,USD,,,,
08/25/2024 21:47:29,SEND,019223e4-5b4f-7cca-8556-08aad8542ae1,,,,,,,0.00000018,WBTC,0.02,Coinbase WBTC Wallet,,,0.00000001,WBTC,0,-0.01,0,
09/14/2024 12:10:01,BUY,019223e4-5a0b-7a15-814a-ec7afe7bf103,0.00005531,SOL,0.01,Coinbase SOL Wallet,,,0.00758241,USD,,Coinbase Cash (USD),,,0.00009099,USD,,,,
08/05/2024 0:38:54,BUY,019223e4-5ab9-760f-a05e-bba0a9bcac50,0.01,XTZ,0.01,Coinbase XTZ Wallet,,,0.00651,USD,,Coinbase Cash (USD),,,0.00003906,USD,,,,
08/05/2024 0:40:21,SELL,019223e4-5aa7-7eb8-a68d-fd6511bc7ccc,0.00412346,USD,,Coinbase Cash (USD),,,0.00003056,SOL,0,Coinbase SOL Wallet,,,0.00004948,USD,,0,,
08/05/2024 3:36:00,SELL,019223e4-5a9b-717a-b163-ae4a8044effc,0.00293848,USD,,Coinbase Cash (USD),,,0.00002293,SOL,0,Coinbase SOL Wallet,,,0.00003526,USD,,0,,
08/05/2024 0:39:43,SELL,019223e4-5aad-763b-98c0-c8fbc917af8d,0.00274078,USD,,Coinbase Cash (USD),,,0.00002037,SOL,0,Coinbase SOL Wallet,,,0.00003289,USD,,0,,
08/05/2024 0:32:17,SELL,019223e4-5ac5-7515-9563-47bee05da4c0,0.00167386,USD,,Coinbase Cash (USD),,,0.00001226,SOL,0,Coinbase SOL Wallet,,,0.00002009,USD,,0,,
08/05/2024 0:38:55,SELL,019223e4-5ab3-7d28-a5bf-a5527516b763,0.00146917,USD,,Coinbase Cash (USD),,,0.00001089,SOL,0,Coinbase SOL Wallet,,,0.00001763,USD,,0,,
08/07/2024 2:31:35,TRADE,019223e4-5a77-7648-a19c-940a9f6cfa51,0.00114458,USDC,0,Coinbase USDC Wallet,,,0.00000758,SOL,0,Coinbase SOL Wallet,,,0.00000687,USDC,0,0,0,
08/05/2024 0:31:41,SELL,019223e4-5acb-7d5a-a47b-e5dd6c1586c6,0.00111831,USD,,Coinbase Cash (USD),,,0.00000817,SOL,0,Coinbase SOL Wallet,,,0.00001342,USD,,0,,
08/05/2024 16:25:11,SELL,019223e4-5a8f-7042-b6b1-6aff9d0c1fe1,0.0010298,USD,,Coinbase Cash (USD),,,0.00000764,SOL,0,Coinbase SOL Wallet,,,0.00000618,USD,,0,,
08/07/2024 2:26:43,TRADE,019223e4-5a83-7ff1-9aae-45ba817b4071,0.00075715,USDC,0,Coinbase USDC Wallet,,,0.00000505,SOL,0,Coinbase SOL Wallet,,,0.00000909,USDC,0,0,0,0
09/13/2024 21:05:35,BUY,019223e4-5a1d-7ee6-9355-898ab1a7e22c,0.00015271,DOT,0,Coinbase DOT Wallet,,,0.00067803,USD,,Coinbase Cash (USD),,,0.00000814,USD,,,,
08/07/2024 2:27:54,SELL,019223e4-5a7d-7280-ae94-740e0c51a5f3,0.00046056,USD,,Coinbase Cash (USD),,,0.00000306,SOL,0,Coinbase SOL Wallet,,,0.00000276,USD,,0,,
09/14/2024 12:12:53,TRADE,019223e4-59f9-7d90-80e2-17c6d0f7501c,0.00005636,XRP,0,Coinbase XRP Wallet,,,0.00003304,USDC,0,Coinbase USDC Wallet,,,0.0000004,USDC,0,0,0,0
09/22/2024 14:29:14,STAKING_REWARD,019223e4-494e-7f9f-b583-385b38e9831d,0.00000071,MATIC,0,Coinbase MATIC Wallet,,,348259.1795,,,,,,,17.72804807,,1.01,1,1
09/21/2024 6:32:12,STAKING_REWARD,019223e4-48f7-7ccc-a22d-5873417c6e20,0.00000003,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,1,
09/19/2024 22:30:18,STAKING_REWARD,019223e4-4945-7568-be99-501f522de5d4,0.00000001,ETH,0,Coinbase ETH Wallet,,,,,,,,,,,-10.08,,,
09/19/2024 15:23:06,STAKING_REWARD,019223e4-49b1-795b-b9cd-9f9addb25499,0.0000048,SOL,0,Coinbase Staked SOL,,,,,,,,,,,,,,
09/18/2024 12:28:56,STAKING_REWARD,019223e4-48f4-7437-b610-cc56b256c78f,0.00000005,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,0.5,
09/17/2024 10:45:46,STAKING_REWARD,019223e4-49e1-7b20-8669-1481c05e2ed2,0.0000009,MATIC,0,Coinbase Staked MATIC,,,,,,,,,,,,-25.04,-25.05,
09/15/2024 18:15:39,STAKING_REWARD,019223e4-48f1-70b3-be73-84cb4c4e7af6,0.00000005,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,#N/A,
09/15/2024 8:35:54,RECEIVE,019223e4-491e-78f5-b9b3-162ea8340ea4,0.000219,USDC,0,Coinbase USDC Wallet,,,,,,,,,,,,,,
09/14/2024 12:12:55,RECEIVE,019223e4-4918-7ce9-b234-54bb9478c259,0.000119,USDC,0,Coinbase USDC Wallet,,,,,,,,,,,,,,
09/14/2024 12:10:04,RECEIVE,019223e4-4912-76c9-a175-63d69931a95f,0.000023,USDC,0,Coinbase USDC Wallet,,,,,,,,,,,,,,
09/14/2024 12:10:03,RECEIVE,019223e4-490f-7ec0-be0c-e73feb44e4bb,0.00015,USDC,0,Coinbase USDC Wallet,,,,,,,,,,,,,,
09/13/2024 21:05:37,RECEIVE,019223e4-4909-7dad-80f2-eaf8899bfa1f,0.000002,USDC,0,Coinbase USDC Wallet,,,,,,,,,,,,,,
09/13/2024 21:05:36,RECEIVE,019223e4-4906-787c-a9e1-e7946d50c862,0.00003,USDC,0,Coinbase USDC Wallet,,,,,,,,,,,,,,
09/13/2024 15:36:30,RECEIVE,019223e4-4900-703e-840b-8baf386b98b1,0.001466,USDC,0,Coinbase USDC Wallet,,,,,,,,,,,,,,
09/13/2024 4:54:35,STAKING_REWARD,019223e4-49de-7fb1-8955-783e4d409c52,0.00014588,MATIC,0,Coinbase Staked MATIC,,,,,,,,,,,,,,
09/13/2024 1:06:44,STAKING_REWARD,019223e4-49db-79f7-8f7d-aa2239ad95c9,0.00000026,MATIC,0,Coinbase Staked MATIC,,,,,,,,,,,,,,
09/11/2024 4:31:31,STAKING_REWARD,019223e4-48ee-734c-844e-1a4058caaedc,0.00000005,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
09/09/2024 8:26:44,STAKING_REWARD,019223e4-48eb-7f00-a541-3fc3cb49c851,0.00000005,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
09/09/2024 8:20:45,STAKING_REWARD,019223e4-49ab-7b44-b220-54b72a564c0e,0.00000368,SOL,0,Coinbase Staked SOL,,,,,,,,,,,,,,
09/07/2024 12:08:28,STAKING_REWARD,019223e4-49d8-75b1-b1c9-8970abac4f38,0.00091731,MATIC,0,Coinbase Staked MATIC,,,,,,,,,,,,,,
09/06/2024 0:30:31,STAKING_REWARD,019223e4-48e8-7673-bcac-68edebc22c59,0.00000005,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
09/03/2024 10:50:45,STAKING_REWARD,019223e4-48e5-7177-9d70-58a0ba405fa6,0.00000005,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
09/02/2024 23:39:47,STAKING_REWARD,019223e4-49a8-746a-b4fd-dd1392986336,0.00000375,SOL,0,Coinbase Staked SOL,,,,,,,,,,,,,,
09/02/2024 17:16:21,STAKING_REWARD,019223e4-49d5-7c90-ad8e-daf8e84f6365,0.00040327,MATIC,0,Coinbase Staked MATIC,,,,,,,,,,,,,,
08/31/2024 11:07:29,STAKING_REWARD,019223e4-49a5-75b3-899d-cb7224485aad,0.00000376,SOL,0,Coinbase Staked SOL,,,,,,,,,,,,,,
08/31/2024 2:30:16,STAKING_REWARD,019223e4-48e2-7b84-94ad-fa886ec26d61,0.00000005,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
08/28/2024 20:17:36,STAKING_REWARD,019223e4-49d2-7e39-acb1-bf50d5ce504d,0.00090379,MATIC,0,Coinbase Staked MATIC,,,,,,,,,,,,,,
08/28/2024 17:35:20,STAKING_REWARD,019223e4-49cf-7355-b46c-cd65d79ce9a3,0.00000761,MATIC,0,Coinbase Staked MATIC,,,,,,,,,,,,,,
08/26/2024 17:09:26,STAKING_REWARD,019223e4-48df-7f32-ab94-94303c73b1ab,0.00000006,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
08/25/2024 18:20:00,STAKING_REWARD,019223e4-499f-7eb9-96a4-918bf0672f16,0.00000579,SOL,0,Coinbase Staked SOL,,,,,,,,,,,,,,
08/25/2024 3:59:55,STAKING_REWARD,019223e4-48dc-7c5a-8257-13a2caa79e25,0.00000004,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
08/23/2024 22:02:28,STAKING_REWARD,019223e4-49cc-7ce6-ada6-610d60929cb0,0.00075879,MATIC,0,Coinbase Staked MATIC,,,,,,,,,,,,,,
08/23/2024 14:51:30,STAKING_REWARD,019223e4-49c9-773e-b102-9f9d52819c3a,0.00022167,MATIC,0,Coinbase Staked MATIC,,,,,,,,,,,,,,
08/21/2024 7:26:33,STAKING_REWARD,019223e4-499c-7fbf-9351-79fac55f7fb0,0.0000041,SOL,0,Coinbase Staked SOL,,,,,,,,,,,,,,
08/20/2024 15:48:19,STAKING_REWARD,019223e4-48d9-7295-a8e4-6ce906dbd7f0,0.00000005,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
08/18/2024 12:35:47,STAKING_REWARD,019223e4-49c6-79b4-a059-1f2b0de763db,0.0005875,MATIC,0,Coinbase Staked MATIC,,,,,,,,,,,,,,
08/18/2024 3:31:51,STAKING_REWARD,019223e4-48d6-7183-8acf-167a4cbdb3a9,0.00000005,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
08/14/2024 22:11:48,STAKING_REWARD,019223e4-48d3-7bbc-ab40-75fa0c0d5b2b,0.00000005,ETH,0,Coinbase Staked ETH,,,,,,,,,,,,,,
08/14/2024 12:08:40,STAKING_REWARD,019223e4-4999-7334-bb13-5edd9ab49f43,0.00000627,SOL,0,Coinbase Staked SOL,,,,,,,,,,,,,,
08/13/2024 15:26:51,STAKING_REWARD,019223e4-49c3-77c1-96ea-a528ddd5c270,0.00289599,MATIC,0,Coinbase Staked MATIC,,,,,,,,,,,,,,
